1,8.491089108910892,8.756435643564357
2,14.91881188118812,16.78019801980198
4,20.364356435643565,24.30891089108911
8,25.683168316831683,28.265346534653464
16,28.62178217821782,30.95841584158416
32,31.6990099009901,34.0
64,35.18019801980198,36.81584158415841
128,39.283168316831684,38.20990099009901
256,42.54257425742574,41.798019801980196
512,45.47722772277228,45.497029702970295
1024,47.15643564356436,46.53069306930693
1,8.764356435643565,8.463366336633664
2,14.087128712871287,15.821782178217822
4,20.526732673267325,24.463366336633662
8,25.592079207920793,29.386138613861387
16,30.063366336633663,30.966336633663367
32,31.61980198019802,34.475247524752476
64,34.41188118811881,36.277227722772274
128,39.310891089108914,39.81782178217822
256,40.958415841584156,42.879207920792076
512,45.46534653465346,45.56831683168317
1024,46.364356435643565,46.24554455445544
1,8.895049504950496,8.712871287128714
2,13.029702970297029,15.663366336633663
4,21.16039603960396,23.667326732673267
8,25.655445544554457,29.100990099009902
16,28.34851485148515,31.710891089108912
32,32.823762376237624,33.984158415841584
64,36.578217821782175,35.63168316831683
128,39.26732673267327,38.495049504950494
256,41.338613861386136,42.17029702970297
512,45.42574257425743,44.9980198019802
1024,47.82178217821782,47.10495049504951
