1,21.5,25.5
2,21.43,24.2
4,25.35,29.25
8,33.92,37.83
16,36.75,42.22
32,37.95,45.48
64,43.93,43.8
128,45.52,46.26
256,47.73,48.87
512,53.93,51.83
1024,55.12,56.35
2048,62.95,62.7
4096,66.44,67.32
1,21.76,27.46
2,28.36,31.33
4,25.92,29.54
8,31.61,39.57
16,32.58,40.69
32,41.5,43.6
64,47.58,47.27
128,44.47,49.84
256,49.35,50.26
512,49.61,53.27
1024,52.39,55.85
2048,56.82,61.68
4096,65.56,63.05
1,15.93,22.12
2,20.24,26.21
4,32.7,34.73
8,30.84,38.72
16,38.0,41.88
32,39.65,42.32
64,42.82,46.56
128,46.19,50.49
256,47.56,47.51
512,48.63,50.1
1024,55.16,54.38
2048,60.27,58.41
4096,64.74,67.43
1,23.83,28.16
2,25.4,25.11
4,23.72,29.56
8,29.34,37.11
16,36.49,43.4
32,42.71,47.9
64,41.5,47.43
128,44.63,51.96
256,49.73,52.84
512,51.01,53.26
1024,58.93,58.25
2048,64.26,61.0
4096,68.97,66.98
1,21.51,23.24
2,23.01,27.45
4,25.63,30.0
8,29.76,36.46
16,34.17,40.72
32,43.01,48.31
64,43.82,49.04
128,41.49,49.73
256,44.88,49.27
512,51.35,53.73
1024,58.12,57.94
2048,59.92,60.82
4096,68.34,70.15
