10,0.11010000109672546
20,0.10279999673366547
40,0.11330000311136246
80,0.12449999898672104
160,0.1242000013589859
320,0.12610000371932983
640,0.1835000067949295
1280,0.22179999947547913
2560,0.32010000944137573
5120,0.3596000075340271
10240,0.4406000077724457
20480,0.4742000102996826
40960,0.5227000117301941

10,0.11289999634027481
20,0.0997999981045723
40,0.12150000035762787
80,0.12620000541210175
160,0.11729999631643295
320,0.1103999987244606
640,0.19339999556541443
1280,0.2987000048160553
2560,0.2994999885559082
5120,0.357699990272522
10240,0.4049000144004822
20480,0.40799999237060547
40960,0.4392000138759613

10,0.10289999842643738
20,0.11020000278949738
40,0.09769999980926514
80,0.1120000034570694
160,0.11050000041723251
320,0.1136000007390976
640,0.19009999930858612
1280,0.2387000024318695
2560,0.3068000078201294
5120,0.3668999969959259
10240,0.4226999878883362
20480,0.4961000084877014
40960,0.5498999953269958

10,0.11140000075101852
20,0.10019999742507935
40,0.10660000145435333
80,0.11969999969005585
160,0.14959999918937683
320,0.15620000660419464
640,0.16830000281333923
1280,0.29679998755455017
2560,0.328000009059906
5120,0.3328999876976013
10240,0.3361999988555908
20480,0.4422000050544739
40960,0.484499990940094

10,0.11680000275373459
20,0.08990000188350677
40,0.13009999692440033
80,0.1388999968767166
160,0.1031000018119812
320,0.11620000004768372
640,0.19939999282360077
1280,0.1907999962568283
2560,0.29350000619888306
5120,0.3668999969959259
10240,0.41280001401901245
20480,0.46140000224113464
40960,0.5346999764442444
