128,36.16999816894531,33.96999740600586
256,40.869998931884766,40.869998931884766
512,44.68000030517578,44.68000030517578
1024,45.0099983215332,47.2599983215332
2048,51.52000045776367,51.52000045776367
4096,51.529998779296875,53.34000015258789
8192,59.87999725341797,62.59000015258789
16384,65.23999786376953,66.68999481201172
32768,67.44999694824219,70.48999786376953
128,33.63999938964844,33.63999938964844
256,41.88999938964844,41.88999938964844
512,45.029998779296875,44.689998626708984
1024,51.55999755859375,51.55999755859375
2048,49.619998931884766,52.73999786376953
4096,55.94999694824219,55.94999694824219
8192,59.14999771118164,58.1099967956543
16384,64.2699966430664,63.53999710083008
32768,69.93999481201172,69.97000122070312
128,35.02000045776367,35.02000045776367
256,34.91999816894531,34.91999816894531
512,37.619998931884766,37.619998931884766
1024,43.369998931884766,46.43000030517578
2048,50.31999969482422,49.28999710083008
4096,52.1099967956543,52.1099967956543
8192,60.94999694824219,60.94999694824219
16384,62.099998474121094,62.529998779296875
32768,70.0199966430664,70.0199966430664
128,35.040000915527344,35.56999969482422
256,42.78999710083008,42.78999710083008
512,41.87999725341797,41.87999725341797
1024,49.78999710083008,49.459999084472656
2048,50.14999771118164,52.56999969482422
4096,52.71999740600586,52.71999740600586
8192,60.8599967956543,60.8599967956543
16384,63.48999786376953,66.1500015258789
32768,70.68000030517578,70.68000030517578
128,37.439998626708984,37.439998626708984
256,39.20000076293945,39.20000076293945
512,43.79999923706055,43.79999923706055
1024,44.16999816894531,45.38999938964844
2048,46.87999725341797,50.14999771118164
4096,56.82999801635742,57.0099983215332
8192,61.30999755859375,61.30999755859375
16384,65.62999725341797,65.62999725341797
32768,68.02999877929688,69.5999984741211
