101,0.15150000154972076
202,0.2759999930858612
404,0.30640000104904175
808,0.4016000032424927
1616,0.4325000047683716
3232,0.43959999084472656
6464,0.5972999930381775
12928,0.5842999815940857
25856,0.6189000010490417
51712,0.629800021648407
103424,0.7084000110626221

101,0.18690000474452972
202,0.2433999925851822
404,0.22949999570846558
808,0.3880999982357025
1616,0.4564000070095062
3232,0.508899986743927
6464,0.5616000294685364
12928,0.5870000123977661
25856,0.6323000192642212
51712,0.6556000113487244
103424,0.7028999924659729

101,0.2281000018119812
202,0.19760000705718994
404,0.2824999988079071
808,0.34150001406669617
1616,0.4569999873638153
3232,0.4754999876022339
6464,0.5475999712944031
12928,0.5885000228881836
25856,0.6284999847412109
51712,0.638700008392334
103424,0.7141000032424927

101,0.23980000615119934
202,0.3100999891757965
404,0.3255000114440918
808,0.3537999987602234
1616,0.4260999858379364
3232,0.4237000048160553
6464,0.557699978351593
12928,0.5999000072479248
25856,0.5902000069618225
51712,0.6679999828338623
103424,0.7038000226020813

101,0.11320000141859055
202,0.2401999980211258
404,0.3264999985694885
808,0.32739999890327454
1616,0.4246000051498413
3232,0.47440001368522644
6464,0.5462999939918518
12928,0.513700008392334
25856,0.6134999990463257
51712,0.6362000107765198
103424,0.6983000040054321
