300,37.91999816894531
600,40.27000045776367
1200,46.47999954223633
2400,47.93000030517578
4800,52.869998931884766
9600,57.189998626708984
19200,66.6199951171875
38400,64.95999908447266
300,37.87999725341797
600,42.27000045776367
1200,49.93000030517578
2400,52.14999771118164
4800,50.59000015258789
9600,53.959999084472656
19200,61.64999771118164
38400,64.40999603271484
300,43.04999923706055
600,45.16999816894531
1200,45.04999923706055
2400,51.59000015258789
4800,54.8599967956543
9600,58.93000030517578
19200,67.25999450683594
38400,65.5
