101,0.1023000031709671
202,0.10289999842643738
404,0.09989999979734421
808,0.10000000149011612
1616,0.10010000318288803
3232,0.1185000017285347
6464,0.10540000349283218
12928,0.19349999725818634
25856,0.20309999585151672
51712,0.219200000166893
103424,0.17000000178813934

101,0.09989999979734421
202,0.10660000145435333
404,0.10100000351667404
808,0.10000000149011612
1616,0.0997999981045723
3232,0.0885000005364418
6464,0.09870000183582306
12928,0.1543000042438507
25856,0.19179999828338623
51712,0.19539999961853027
103424,0.2630000114440918

101,0.0997999981045723
202,0.10000000149011612
404,0.11100000143051147
808,0.09239999949932098
1616,0.10790000110864639
3232,0.1501999944448471
6464,0.15950000286102295
12928,0.10100000351667404
25856,0.10040000081062317
51712,0.13269999623298645
103424,0.19519999623298645

101,0.10000000149011612
202,0.11540000140666962
404,0.09669999778270721
808,0.09030000120401382
1616,0.0771000012755394
3232,0.16769999265670776
6464,0.1662999987602234
12928,0.1932000070810318
25856,0.19740000367164612
51712,0.218299999833107
103424,0.27810001373291016

101,0.09570000320672989
202,0.10019999742507935
404,0.10000000149011612
808,0.10000000149011612
1616,0.09929999709129333
3232,0.10000000149011612
6464,0.15459999442100525
12928,0.18469999730587006
25856,0.16140000522136688
51712,0.19460000097751617
103424,0.22259999811649323
