1,25.479999542236328,26.439998626708984
2,25.559999465942383,23.979999542236328
4,31.149999618530273,28.03999900817871
8,37.37999725341797,38.5099983215332
16,38.619998931884766,38.07999801635742
32,42.77000045776367,44.32999801635742
64,49.939998626708984,48.09000015258789
128,48.57999801635742,51.11000061035156
256,55.209999084472656,53.19999694824219
512,55.939998626708984,55.23999786376953
1024,60.06999969482422,60.12999725341797
2048,64.80999755859375,65.8499984741211
4096,69.00999450683594,70.04999542236328
1,22.760000228881836,23.68000030517578
2,29.94999885559082,29.60999870300293
4,33.05999755859375,33.13999938964844
8,34.0099983215332,35.05999755859375
16,39.02000045776367,39.20000076293945
32,44.22999954223633,45.53999710083008
64,46.19999694824219,46.12999725341797
128,52.0,51.18000030517578
256,53.32999801635742,51.279998779296875
512,57.48999786376953,57.18000030517578
1024,59.6099967956543,57.89999771118164
2048,66.06999969482422,65.18000030517578
4096,68.44999694824219,69.08999633789062
1,17.56999969482422,17.09000015258789
2,24.709999084472656,23.53999900817871
4,32.18000030517578,32.21999740600586
8,41.189998626708984,40.86000061035156
16,38.0099983215332,41.07999801635742
32,43.02000045776367,45.439998626708984
64,50.05999755859375,48.349998474121094
128,47.279998779296875,47.18000030517578
256,48.89999771118164,49.5099983215332
512,57.599998474121094,57.79999923706055
1024,58.72999954223633,58.32999801635742
2048,64.54999542236328,64.44999694824219
4096,70.15999603271484,71.47999572753906
1,28.709999084472656,30.59000015258789
2,22.779998779296875,25.65999984741211
4,27.28999900817871,28.099998474121094
8,34.16999816894531,34.98999786376953
16,33.82999801635742,34.55999755859375
32,43.40999984741211,42.959999084472656
64,49.22999954223633,45.93000030517578
128,48.77000045776367,47.099998474121094
256,51.69999694824219,52.0
512,55.64999771118164,55.6099967956543
1024,60.94999694824219,61.279998779296875
2048,64.72999572753906,61.39999771118164
4096,70.20999908447266,70.43999481201172
1,15.319999694824219,14.869999885559082
2,30.899999618530273,31.119998931884766
4,30.439998626708984,31.25
8,30.90999984741211,31.119998931884766
16,41.209999084472656,38.32999801635742
32,46.16999816894531,43.48999786376953
64,48.36000061035156,46.69999694824219
128,50.23999786376953,47.30999755859375
256,52.5099983215332,51.98999786376953
512,53.91999816894531,57.27000045776367
1024,59.59000015258789,60.64999771118164
2048,64.93000030517578,63.619998931884766
4096,69.91999816894531,72.15999603271484
